species,date,geartype,sex,inches,pounds,mm,grams,age,agestruct
BG,4/28/1999,BOOM SHOCKER,NA,3.6,0.024,91,11,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.6,0.026,91,12,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.6,0.026,91,12,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,3.6,0.026,91,12,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,3.6,0.027,91,12,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,3.6,0.029,91,13,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.6,0.033,91,15,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,3.6,0.033,91,15,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.6,NA,91,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.6,NA,91,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.6,NA,91,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.6,NA,91,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,3.7,0.024,94,11,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.7,0.026,94,12,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.7,0.026,94,12,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.7,0.029,94,13,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,3.7,0.04,94,18,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.8,0.031,97,14,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.8,0.031,97,14,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.8,0.031,97,14,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.8,0.035,97,16,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.8,0.04,97,18,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.8,0.04,97,18,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.8,NA,97,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,3.9,0.029,99,13,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.9,0.029,99,13,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.9,0.031,99,14,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.9,0.031,99,14,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.9,0.033,99,15,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.9,0.033,99,15,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,3.9,0.033,99,15,NA,NA
BG,4/1/1999,FYKE NET,NA,4,0.026,102,12,2,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4,0.033,102,15,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4,0.035,102,16,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4,0.035,102,16,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4,0.037,102,17,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4,0.04,102,18,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4,0.04,102,18,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4,NA,102,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,4.1,0.037,104,17,2,SCALE
BG,4/1/1999,FYKE NET,NA,4.1,0.037,104,17,2,SCALE
BG,4/5/1999,FYKE NET,NA,4.1,0.037,104,17,NA,NA
BG,3/31/1999,FYKE NET,NA,4.1,0.042,104,19,2,SCALE
BG,4/5/1999,FYKE NET,NA,4.1,0.042,104,19,NA,NA
BG,4/5/1999,FYKE NET,NA,4.1,0.042,104,19,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.1,0.042,104,19,NA,NA
BG,4/1/1999,FYKE NET,NA,4.1,0.046,104,21,3,SCALE
BG,4/1/1999,FYKE NET,NA,4.1,NA,104,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.1,NA,104,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.1,NA,104,NA,NA,NA
BG,4/7/1999,FYKE NET,NA,4.2,0.035,107,16,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4.2,0.037,107,17,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.2,0.037,107,17,NA,NA
BG,3/31/1999,FYKE NET,NA,4.2,0.04,107,18,2,SCALE
BG,4/6/1999,FYKE NET,NA,4.2,0.042,107,19,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.2,0.042,107,19,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.2,0.042,107,19,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.2,0.044,107,20,NA,NA
BG,4/6/1999,FYKE NET,NA,4.2,0.046,107,21,NA,NA
BG,4/1/1999,FYKE NET,NA,4.2,0.048,107,22,2,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,4.2,0.055,107,25,NA,NA
BG,4/6/1999,FYKE NET,NA,4.2,0.057,107,26,NA,NA
BG,3/31/1999,FYKE NET,NA,4.2,NA,107,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.2,NA,107,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.2,NA,107,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.2,NA,107,NA,NA,NA
BG,4/6/1999,FYKE NET,NA,4.2,NA,107,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.2,NA,107,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,4.3,0.04,109,18,NA,NA
BG,4/2/1999,FYKE NET,NA,4.3,0.042,109,19,2,SCALE
BG,4/5/1999,FYKE NET,NA,4.3,0.042,109,19,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.3,0.044,109,20,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.3,0.044,109,20,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.3,0.044,109,20,NA,NA
BG,3/31/1999,FYKE NET,NA,4.3,0.048,109,22,2,SCALE
BG,4/5/1999,FYKE NET,NA,4.3,0.048,109,22,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.3,0.051,109,23,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.3,0.053,109,24,NA,NA
BG,3/31/1999,FYKE NET,NA,4.3,NA,109,NA,NA,NA
BG,4/2/1999,FYKE NET,NA,4.3,NA,109,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,4.3,NA,109,NA,NA,NA
BG,4/7/1999,FYKE NET,NA,4.4,0.042,112,19,3,SCALE
BG,4/7/1999,FYKE NET,NA,4.4,0.042,112,19,NA,NA
BG,4/2/1999,FYKE NET,NA,4.4,0.044,112,20,2,SCALE
BG,4/5/1999,FYKE NET,NA,4.4,0.044,112,20,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.4,0.044,112,20,NA,NA
BG,4/1/1999,FYKE NET,NA,4.4,0.046,112,21,2,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4.4,0.048,112,22,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.4,0.048,112,22,NA,NA
BG,3/31/1999,FYKE NET,NA,4.4,0.051,112,23,2,SCALE
BG,4/1/1999,FYKE NET,NA,4.4,0.051,112,23,2,SCALE
BG,4/5/1999,FYKE NET,NA,4.4,0.051,112,23,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.4,0.051,112,23,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.4,0.051,112,23,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.4,0.051,112,23,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.4,0.053,112,24,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.4,0.055,112,25,NA,NA
BG,4/6/1999,FYKE NET,NA,4.4,0.059,112,27,NA,NA
BG,3/31/1999,FYKE NET,NA,4.4,NA,112,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.4,NA,112,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.4,NA,112,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.4,NA,112,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.4,NA,112,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.4,NA,112,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,4.4,NA,112,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,4.5,0.051,114,23,NA,NA
BG,4/2/1999,FYKE NET,NA,4.5,0.051,114,23,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4.5,0.053,114,24,NA,NA
BG,3/31/1999,FYKE NET,NA,4.5,0.057,114,26,NA,NA
BG,3/31/1999,FYKE NET,NA,4.5,0.059,114,27,2,SCALE
BG,3/31/1999,FYKE NET,NA,4.5,0.066,114,30,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4.5,0.066,114,30,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.5,0.066,114,30,NA,NA
BG,3/31/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,4/2/1999,FYKE NET,NA,4.5,NA,114,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.5,NA,114,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,4.6,0.044,117,20,NA,NA
BG,4/1/1999,FYKE NET,NA,4.6,0.048,117,22,2,SCALE
BG,4/2/1999,FYKE NET,NA,4.6,0.053,117,24,3,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,4.6,0.053,117,24,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.6,0.053,117,24,NA,NA
BG,4/6/1999,FYKE NET,NA,4.6,0.055,117,25,NA,NA
BG,4/7/1999,FYKE NET,NA,4.6,0.057,117,26,3,SCALE
BG,4/7/1999,FYKE NET,NA,4.6,0.057,117,26,NA,NA
BG,4/7/1999,FYKE NET,NA,4.6,0.057,117,26,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.6,0.057,117,26,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.6,0.059,117,27,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.6,0.059,117,27,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.6,0.059,117,27,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.6,0.059,117,27,NA,NA
BG,3/31/1999,FYKE NET,NA,4.6,0.062,117,28,4,SCALE
BG,3/31/1999,FYKE NET,NA,4.6,0.062,117,28,NA,NA
BG,4/2/1999,FYKE NET,NA,4.6,0.062,117,28,3,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,4.6,0.066,117,30,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.6,0.068,117,31,NA,NA
BG,4/5/1999,FYKE NET,NA,4.6,0.081,117,37,NA,NA
BG,3/31/1999,FYKE NET,NA,4.6,NA,117,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.6,NA,117,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.6,NA,117,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.6,NA,117,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.6,NA,117,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.6,NA,117,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,4.6,NA,117,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.6,NA,117,NA,NA,NA
BG,4/6/1999,FYKE NET,NA,4.7,0.046,119,21,NA,NA
BG,4/6/1999,FYKE NET,NA,4.7,0.053,119,24,NA,NA
BG,4/6/1999,FYKE NET,NA,4.7,0.055,119,25,3,SCALE
BG,4/7/1999,FYKE NET,NA,4.7,0.055,119,25,3,SCALE
BG,4/1/1999,FYKE NET,NA,4.7,0.057,119,26,3,SCALE
BG,4/7/1999,FYKE NET,NA,4.7,0.062,119,28,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4.7,0.062,119,28,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,0.064,119,29,3,SCALE
BG,3/31/1999,FYKE NET,NA,4.7,0.066,119,30,3,SCALE
BG,4/1/1999,FYKE NET,NA,4.7,0.068,119,31,3,SCALE
BG,4/5/1999,FYKE NET,NA,4.7,0.073,119,33,NA,NA
BG,4/7/1999,FYKE NET,NA,4.7,0.075,119,34,NA,NA
BG,3/31/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.7,NA,119,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.7,NA,119,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.7,NA,119,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.8,0.057,122,26,4,SCALE
BG,3/31/1999,FYKE NET,NA,4.8,0.062,122,28,3,SCALE
BG,4/6/1999,FYKE NET,NA,4.8,0.062,122,28,NA,NA
BG,3/31/1999,FYKE NET,NA,4.8,0.064,122,29,3,SCALE
BG,4/6/1999,FYKE NET,NA,4.8,0.064,122,29,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.8,0.066,122,30,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.8,0.066,122,30,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.8,0.068,122,31,NA,NA
BG,4/6/1999,FYKE NET,NA,4.8,0.07,122,32,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.8,0.07,122,32,NA,NA
BG,4/7/1999,FYKE NET,NA,4.8,0.073,122,33,3,SCALE
BG,4/5/1999,FYKE NET,NA,4.8,0.077,122,35,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,4.8,0.077,122,35,NA,NA
BG,3/31/1999,FYKE NET,NA,4.8,0.088,122,40,3,SCALE
BG,3/31/1999,FYKE NET,NA,4.8,NA,122,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.8,NA,122,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.8,NA,122,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.8,NA,122,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.8,NA,122,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,4.8,NA,122,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.8,NA,122,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.8,NA,122,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,4.9,0.055,124,25,NA,NA
BG,4/6/1999,FYKE NET,NA,4.9,0.062,124,28,3,SCALE
BG,4/7/1999,FYKE NET,NA,4.9,0.064,124,29,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.9,0.064,124,29,NA,NA
BG,3/31/1999,FYKE NET,NA,4.9,0.066,124,30,NA,NA
BG,4/7/1999,FYKE NET,NA,4.9,0.066,124,30,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4.9,0.066,124,30,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,4.9,0.066,124,30,NA,NA
BG,4/1/1999,FYKE NET,NA,4.9,0.068,124,31,3,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,4.9,0.068,124,31,NA,NA
BG,4/1/1999,FYKE NET,NA,4.9,0.07,124,32,3,SCALE
BG,4/1/1999,FYKE NET,NA,4.9,0.07,124,32,3,SCALE
BG,3/31/1999,FYKE NET,NA,4.9,0.075,124,34,3,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,4.9,0.075,124,34,NA,NA
BG,4/5/1999,FYKE NET,NA,4.9,0.077,124,35,NA,NA
BG,4/2/1999,FYKE NET,NA,4.9,NA,124,NA,3,SCALE
BG,4/2/1999,FYKE NET,NA,4.9,NA,124,NA,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,4.9,NA,124,NA,NA,NA
BG,4/6/1999,FYKE NET,NA,5,0.057,127,26,NA,NA
BG,4/2/1999,FYKE NET,NA,5,0.059,127,27,4,SCALE
BG,3/31/1999,FYKE NET,NA,5,0.064,127,29,3,SCALE
BG,4/2/1999,FYKE NET,NA,5,0.064,127,29,3,SCALE
BG,3/31/1999,FYKE NET,NA,5,0.068,127,31,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5,0.068,127,31,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5,0.068,127,31,NA,NA
BG,4/7/1999,FYKE NET,NA,5,0.07,127,32,NA,NA
BG,4/7/1999,FYKE NET,NA,5,0.073,127,33,NA,NA
BG,4/2/1999,FYKE NET,NA,5,0.075,127,34,3,SCALE
BG,3/31/1999,FYKE NET,NA,5,0.081,127,37,4,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5,0.081,127,37,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,5,0.081,127,37,NA,NA
BG,4/5/1999,FYKE NET,NA,5,0.084,127,38,NA,NA
BG,4/7/1999,FYKE NET,NA,5,0.09,127,41,3,SCALE
BG,3/31/1999,FYKE NET,NA,5,NA,127,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,5,NA,127,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5,NA,127,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5,NA,127,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5,NA,127,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5,NA,127,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5,NA,127,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5,NA,127,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5,NA,127,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.1,0.07,130,32,3,SCALE
BG,4/2/1999,FYKE NET,NA,5.1,0.075,130,34,3,SCALE
BG,4/6/1999,FYKE NET,NA,5.1,0.081,130,37,NA,NA
BG,4/7/1999,FYKE NET,NA,5.1,0.086,130,39,3,SCALE
BG,4/6/1999,FYKE NET,NA,5.1,0.09,130,41,NA,NA
BG,4/5/1999,FYKE NET,NA,5.1,0.095,130,43,NA,NA
BG,3/31/1999,FYKE NET,NA,5.1,NA,130,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.1,NA,130,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.1,NA,130,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,5.1,NA,130,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.1,NA,130,NA,NA,NA
BG,4/7/1999,FYKE NET,NA,5.2,0.07,132,32,NA,NA
BG,4/2/1999,FYKE NET,NA,5.2,0.073,132,33,4,SCALE
BG,4/2/1999,FYKE NET,NA,5.2,0.075,132,34,3,SCALE
BG,4/1/1999,FYKE NET,NA,5.2,0.079,132,36,3,SCALE
BG,4/6/1999,FYKE NET,NA,5.2,0.081,132,37,4,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5.2,0.081,132,37,NA,NA
BG,4/6/1999,FYKE NET,NA,5.2,0.088,132,40,3,SCALE
BG,4/7/1999,FYKE NET,NA,5.2,0.088,132,40,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5.2,0.088,132,40,NA,NA
BG,4/5/1999,FYKE NET,NA,5.2,0.092,132,42,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,5.2,0.095,132,43,NA,NA
BG,4/7/1999,FYKE NET,NA,5.2,0.097,132,44,4,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,5.2,0.101,132,46,NA,NA
BG,4/7/1999,FYKE NET,NA,5.2,0.103,132,47,4,SCALE
BG,4/1/1999,FYKE NET,NA,5.2,NA,132,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.2,NA,132,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.2,NA,132,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.2,NA,132,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.2,NA,132,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,5.2,NA,132,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,5.2,NA,132,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.2,NA,132,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.2,NA,132,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.2,NA,132,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.3,0.079,135,36,NA,NA
BG,4/6/1999,FYKE NET,NA,5.3,0.092,135,42,NA,NA
BG,3/31/1999,FYKE NET,NA,5.3,0.095,135,43,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5.3,0.099,135,45,NA,NA
BG,4/1/1999,FYKE NET,NA,5.3,0.101,135,46,NA,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5.3,0.101,135,46,NA,NA
BG,4/2/1999,FYKE NET,NA,5.3,0.103,135,47,3,SCALE
BG,4/2/1999,FYKE NET,NA,5.3,0.117,135,53,3,SCALE
BG,3/31/1999,FYKE NET,NA,5.3,NA,135,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.3,NA,135,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.4,0.084,137,38,3,SCALE
BG,4/6/1999,FYKE NET,NA,5.4,0.092,137,42,NA,NA
BG,4/2/1999,FYKE NET,NA,5.4,0.101,137,46,3,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,5.4,0.101,137,46,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,5.4,0.108,137,49,NA,NA
BG,4/7/1999,FYKE NET,NA,5.4,0.112,137,51,NA,NA
BG,4/1/1999,FYKE NET,NA,5.4,0.117,137,53,3,SCALE
BG,4/5/1999,FYKE NET,NA,5.4,0.123,137,56,NA,NA
BG,4/2/1999,FYKE NET,NA,5.5,0.099,140,45,4,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5.5,0.101,140,46,NA,NA
BG,4/7/1999,FYKE NET,NA,5.5,0.103,140,47,NA,NA
BG,3/31/1999,FYKE NET,NA,5.5,0.11,140,50,3,SCALE
BG,4/28/1999,BOOM SHOCKER,NA,5.5,0.13,140,59,NA,NA
BG,3/31/1999,FYKE NET,NA,5.5,NA,140,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,5.5,NA,140,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,5.5,NA,140,NA,NA,NA
BG,3/31/1999,FYKE NET,NA,5.5,NA,140,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.5,NA,140,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.5,NA,140,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,5.5,NA,140,NA,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.5,NA,140,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.6,0.095,142,43,4,NA
BG,4/6/1999,FYKE NET,NA,5.6,0.11,142,50,NA,NA
BG,4/7/1999,FYKE NET,NA,5.6,0.11,142,50,NA,NA
BG,4/2/1999,FYKE NET,NA,5.6,0.112,142,51,3,SCALE
BG,4/7/1999,FYKE NET,NA,5.6,0.112,142,51,NA,NA
BG,4/28/1999,BOOM SHOCKER,NA,5.6,0.128,142,58,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.6,0.13,142,59,NA,NA
BG,4/6/1999,FYKE NET,NA,5.6,0.136,142,62,NA,NA
BG,3/31/1999,FYKE NET,NA,5.6,NA,142,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.6,NA,142,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.6,NA,142,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.6,NA,142,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,5.6,NA,142,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,5.6,NA,142,NA,NA,NA
BG,4/7/1999,FYKE NET,NA,5.7,0.108,145,49,NA,NA
BG,4/1/1999,FYKE NET,NA,5.7,0.114,145,52,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5.7,0.114,145,52,NA,NA
BG,4/15/1999,BOOM SHOCKER,NA,5.7,0.114,145,52,NA,NA
BG,3/31/1999,FYKE NET,NA,5.7,0.119,145,54,3,SCALE
BG,3/31/1999,FYKE NET,NA,5.7,0.121,145,55,4,SCALE
BG,3/31/1999,FYKE NET,NA,5.7,0.123,145,56,3,SCALE
BG,4/15/1999,BOOM SHOCKER,NA,5.7,0.132,145,60,NA,NA
BG,4/5/1999,FYKE NET,NA,5.7,0.165,145,75,NA,NA
BG,4/1/1999,FYKE NET,NA,5.8,0.103,147,47,3,SCALE
BG,3/31/1999,FYKE NET,NA,5.8,0.108,147,49,NA,NA
BG,4/6/1999,FYKE NET,NA,5.8,0.112,147,51,3,SCALE
BG,4/5/1999,FYKE NET,NA,5.8,0.114,147,52,NA,NA
BG,4/2/1999,FYKE NET,NA,5.8,0.123,147,56,4,SCALE
BG,4/2/1999,FYKE NET,NA,5.8,0.123,147,56,4,SCALE
BG,4/6/1999,FYKE NET,NA,5.8,0.123,147,56,3,SCALE
BG,4/1/1999,FYKE NET,NA,5.8,0.141,147,64,4,SCALE
BG,3/31/1999,FYKE NET,NA,5.8,NA,147,NA,NA,NA
BG,4/1/1999,FYKE NET,NA,5.8,NA,147,NA,NA,NA
BG,4/2/1999,FYKE NET,NA,5.8,NA,147,NA,NA,NA
BG,4/5/1999,FYKE NET,NA,5.9,0.114,150,52,NA,NA
BG,4/1/1999,FYKE NET,NA,5.9,0.119,150,54,4,SCALE
BG,3/31/1999,FYKE NET,NA,5.9,0.13,150,59,NA,NA
BG,3/31/1999,FYKE NET,NA,5.9,0.132,150,60,3,SCALE
BG,3/31/1999,FYKE NET,NA,5.9,0.136,150,62,4,SCALE
BG,4/1/1999,FYKE NET,NA,5.9,0.136,150,62,3,SCALE
BG,3/31/1999,FYKE NET,NA,5.9,0.139,150,63,4,SCALE
BG,4/7/1999,FYKE NET,NA,5.9,0.141,150,64,4,SCALE
BG,4/5/1999,FYKE NET,NA,5.9,0.15,150,68,NA,NA
BG,4/1/1999,FYKE NET,NA,5.9,NA,150,NA,NA,NA
BG,4/6/1999,FYKE NET,NA,6,0.123,152,56,NA,NA
BG,3/31/1999,FYKE NET,NA,6,0.125,152,57,NA,NA
BG,4/7/1999,FYKE NET,NA,6,0.13,152,59,4,SCALE
BG,3/31/1999,FYKE NET,NA,6,0.132,152,60,NA,NA
BG,4/1/1999,FYKE NET,NA,6,0.134,152,61,5,SCALE
BG,4/1/1999,FYKE NET,NA,6,0.141,152,64,4,SCALE
BG,4/7/1999,FYKE NET,NA,6,0.156,152,71,NA,NA
