species,lake,yearcap,fishID,agecap,lencap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10
WAE,Fox Lake,1998,105,3,486,5.63459,1.87766,3.74867,4.93607,5.63459,,,,,,
WAE,Fox Lake,1998,147,3,511,5.83861,2.22797,4.15506,5.35149,5.83861,,,,,,
WAE,Fox Lake,1998,134,5,522,5.857,1.09018,2.87043,4.54458,5.15197,5.57954,5.857,,,,
WAE,Fox Lake,1998,148,5,550,6.54932,2.34534,3.90526,5.35757,6.10044,6.41799,6.54932,,,,
WAE,Fox Lake,1998,146,5,587,6.32898,0.78804,2.28823,4.30534,5.06737,5.75102,6.32898,,,,
WAE,Fox Lake,1998,133,5,595,6.3883,1.39939,3.87585,4.85171,5.50793,6.02437,6.3883,,,,
WAE,Fox Lake,1998,14,7,650,6.76428,1.06762,2.50819,3.1686,4.25621,5.79996,6.19096,6.5102,6.76428,,
YEP,Fox Lake,1998,125,1,145,2.33938,1.29968,2.33938,,,,,,,,
YEP,Fox Lake,1998,120,1,152,2.27785,1.14145,2.27785,,,,,,,,
YEP,Fox Lake,1998,5,1,153,2.58667,1.53142,2.58667,,,,,,,,
YEP,Fox Lake,1998,118,1,155,2.56974,1.46964,2.56974,,,,,,,,
YEP,Fox Lake,1998,122,1,158,2.60566,1.41397,2.60566,,,,,,,,
YEP,Fox Lake,1998,121,1,159,2.21827,1.20662,2.21827,,,,,,,,
YEP,Fox Lake,1998,8,1,162,2.62074,1.44571,2.62074,,,,,,,,
YEP,Fox Lake,1998,6,1,164,2.9085,1.66373,2.9085,,,,,,,,
YEP,Fox Lake,1998,11,1,164,2.4642,1.35343,2.4642,,,,,,,,
YEP,Fox Lake,1998,10,1,167,2.7284,1.37798,2.7284,,,,,,,,
YEP,Fox Lake,1998,9,1,169,2.98249,1.75928,2.98249,,,,,,,,
YEP,Fox Lake,1998,124,1,170,2.8263,1.39074,2.8263,,,,,,,,
YEP,Fox Lake,1998,4,1,171,2.62045,1.42047,2.62045,,,,,,,,
YEP,Fox Lake,1998,123,1,172,2.8879,1.68533,2.8879,,,,,,,,
YEP,Fox Lake,1998,81,1,177,3.13482,1.86136,3.13482,,,,,,,,
YEP,Fox Lake,1998,119,1,177,2.74704,1.48352,2.74704,,,,,,,,
YEP,Fox Lake,1998,84,1,186,3.20726,1.56703,3.20726,,,,,,,,
YEP,Fox Lake,1998,114,1,210,3.48088,1.58116,3.48088,,,,,,,,
YEP,Fox Lake,1998,3,2,182,3.15177,1.61822,2.47468,3.15177,,,,,,,
YEP,Fox Lake,1998,117,2,188,3.14334,1.34005,2.49978,3.14334,,,,,,,
YEP,Fox Lake,1998,110,2,192,3.3782,1.60662,2.88925,3.3782,,,,,,,
YEP,Fox Lake,1998,83,2,195,3.30835,1.55787,3.06285,3.30835,,,,,,,
YEP,Fox Lake,1998,82,2,197,3.8398,1.81195,3.42695,3.8398,,,,,,,
YEP,Fox Lake,1998,115,2,197,3.50097,1.54945,2.8767,3.50097,,,,,,,
YEP,Fox Lake,1998,87,2,200,3.91805,1.93268,3.46401,3.91805,,,,,,,
YEP,Fox Lake,1998,86,2,200,3.48246,1.82929,3.08236,3.48246,,,,,,,
YEP,Fox Lake,1998,80,2,201,4.02419,1.64256,3.46296,4.02419,,,,,,,
YEP,Fox Lake,1998,12,2,206,3.48105,1.26927,3.0279,3.48105,,,,,,,
YEP,Fox Lake,1998,85,2,207,3.48525,1.56052,3.10406,3.48525,,,,,,,
YEP,Fox Lake,1998,112,2,213,3.7551,1.86113,3.55858,3.7551,,,,,,,
YEP,Fox Lake,1998,7,2,216,3.74594,1.81627,3.36636,3.74594,,,,,,,
YEP,Fox Lake,1998,113,2,217,3.53509,1.83727,3.24959,3.53509,,,,,,,
YEP,Fox Lake,1998,111,2,218,3.95875,1.58049,3.71529,3.95875,,,,,,,
WAE,Iowa Lake,1998,1,0,218,2.50194,2.50194,,,,,,,,,
WAE,Iowa Lake,1998,85,0,224,2.6212,2.6212,,,,,,,,,
WAE,Iowa Lake,1998,84,0,228,2.73538,2.73538,,,,,,,,,
WAE,Iowa Lake,1998,74,1,378,4.51553,2.64621,4.51553,,,,,,,,
WAE,Iowa Lake,1998,75,1,380,5.29405,2.97742,5.29405,,,,,,,,
YEP,Iowa Lake,1998,7,1,150,2.69076,1.43545,2.69076,,,,,,,,
YEP,Iowa Lake,1998,8,1,154,2.57601,1.28483,2.57601,,,,,,,,
YEP,Iowa Lake,1998,83,2,153,2.57978,0.98405,2.00126,2.57978,,,,,,,
YEP,Iowa Lake,1998,79,2,158,2.86176,1.28618,2.34113,2.86176,,,,,,,
YEP,Iowa Lake,1998,81,2,158,2.61419,1.28417,2.12384,2.61419,,,,,,,
YEP,Iowa Lake,1998,80,2,163,2.90095,1.41959,2.43902,2.90095,,,,,,,
YEP,Iowa Lake,1998,4,2,167,3.28507,1.61925,2.6924,3.28507,,,,,,,
YEP,Iowa Lake,1998,6,2,170,2.80362,1.31513,2.26203,2.80362,,,,,,,
YEP,Iowa Lake,1998,2,2,181,3.14963,1.96684,2.75168,3.14963,,,,,,,
YEP,Iowa Lake,1998,82,2,184,3.22926,1.89815,2.79718,3.22926,,,,,,,
YEP,Iowa Lake,1998,3,2,184,3.09271,1.25527,2.56148,3.09271,,,,,,,
YEP,Iowa Lake,1998,24,2,188,3.56094,2.01896,2.92625,3.56094,,,,,,,
YEP,Iowa Lake,1998,71,2,192,3.58145,1.21088,2.72682,3.58145,,,,,,,
YEP,Iowa Lake,1998,22,2,197,3.21477,1.12023,2.48211,3.21477,,,,,,,
YEP,Iowa Lake,1998,25,2,203,3.6271,1.25977,2.83074,3.6271,,,,,,,
YEP,Iowa Lake,1998,5,2,205,3.43318,0.98039,2.59691,3.43318,,,,,,,
YEP,Iowa Lake,1998,78,3,190,3.68397,1.42906,2.30984,3.1081,3.68397,,,,,,
YEP,Iowa Lake,1998,11,3,200,3.63107,1.10702,2.79169,3.30972,3.63107,,,,,,
YEP,Iowa Lake,1998,23,3,208,3.47519,1.11232,2.4544,3.1086,3.47519,,,,,,
YEP,Iowa Lake,1998,12,3,209,3.462,1.1674,2.31392,3.1195,3.462,,,,,,
YEP,Iowa Lake,1998,14,3,215,3.44551,1.33862,2.15788,3.02552,3.44551,,,,,,
YEP,Iowa Lake,1998,19,3,216,3.51459,1.24037,2.44496,3.17154,3.51459,,,,,,
YEP,Iowa Lake,1998,20,3,216,3.62821,1.2045,2.18274,3.16674,3.62821,,,,,,
YEP,Iowa Lake,1998,18,3,217,4.02592,1.30619,2.42378,3.44326,4.02592,,,,,,
YEP,Iowa Lake,1998,16,3,218,4.41589,1.46054,2.75831,3.81666,4.41589,,,,,,
YEP,Iowa Lake,1998,10,3,221,4.13864,1.19749,2.27402,3.47188,4.13864,,,,,,
YEP,Iowa Lake,1998,26,3,244,4.09121,1.3559,2.56608,3.4824,4.09121,,,,,,
YEP,Iowa Lake,1998,21,4,221,4.02599,1.39209,2.26127,2.84888,3.57245,4.02599,,,,,
YEP,Iowa Lake,1998,13,4,226,4.05617,1.31323,2.28946,2.75457,3.48649,4.05617,,,,,
YEP,Iowa Lake,1998,15,4,228,4.27664,1.34401,2.46703,2.98147,3.898,4.27664,,,,,
YEP,Iowa Lake,1998,27,4,231,3.80179,1.29877,2.15095,2.69919,3.34652,3.80179,,,,,
YEP,Iowa Lake,1998,72,4,232,4.15188,1.67929,2.83018,3.41927,3.87462,4.15188,,,,,
YEP,Iowa Lake,1998,31,4,232,3.79555,1.33041,2.192,2.67849,3.22008,3.79555,,,,,
YEP,Iowa Lake,1998,9,4,233,4.56769,1.24773,2.53116,3.26945,4.12978,4.56769,,,,,
YEP,Iowa Lake,1998,28,4,233,4.66638,1.43673,2.76811,3.65434,4.14812,4.66638,,,,,
YEP,Iowa Lake,1998,76,4,240,4.33576,1.53268,2.63351,3.20091,3.85064,4.33576,,,,,
YEP,Iowa Lake,1998,73,4,245,3.78993,1.38355,2.77795,3.24849,3.59124,3.78993,,,,,
YEP,Iowa Lake,1998,29,4,247,4.92557,1.8104,3.34455,4.0769,4.37532,4.92557,,,,,
YEP,Iowa Lake,1998,17,5,225,4.16318,1.59684,2.66447,3.09245,3.48311,3.88764,4.16318,,,,
YEP,Iowa Lake,1998,30,5,247,4.21448,1.0769,2.6483,3.16097,3.66434,4.04913,4.21448,,,,
WAE,Lake Okamanpeedan,1998,86,1,230,2.95067,2.54636,2.95067,,,,,,,,
WAE,Lake Okamanpeedan,1998,84,1,231,2.44053,2.09565,2.44053,,,,,,,,
WAE,Lake Okamanpeedan,1998,48,1,231,2.44914,2.08068,2.44914,,,,,,,,
WAE,Lake Okamanpeedan,1998,85,1,239,2.98454,2.60992,2.98454,,,,,,,,
WAE,Lake Okamanpeedan,1998,20,2,381,4.96011,2.63048,4.59921,4.96011,,,,,,,
WAE,Lake Okamanpeedan,1998,45,2,385,4.9023,2.18235,4.55944,4.9023,,,,,,,
WAE,Lake Okamanpeedan,1998,19,2,387,5.42078,2.43424,5.1054,5.42078,,,,,,,
WAE,Lake Okamanpeedan,1998,17,2,387,4.37733,1.95793,4.16139,4.37733,,,,,,,
WAE,Lake Okamanpeedan,1998,81,2,393,5.199,2.31994,4.80311,5.199,,,,,,,
WAE,Lake Okamanpeedan,1998,50,2,394,5.0271,2.428,4.83449,5.0271,,,,,,,
WAE,Lake Okamanpeedan,1998,80,2,397,4.89488,2.27002,4.58341,4.89488,,,,,,,
WAE,Lake Okamanpeedan,1998,49,2,400,4.92893,2.36473,4.50964,4.92893,,,,,,,
WAE,Lake Okamanpeedan,1998,9,2,400,5.06307,2.33349,4.70333,5.06307,,,,,,,
WAE,Lake Okamanpeedan,1998,46,2,402,5.26314,2.56757,4.86107,5.26314,,,,,,,
WAE,Lake Okamanpeedan,1998,16,2,402,4.8361,2.29673,4.51919,4.8361,,,,,,,
WAE,Lake Okamanpeedan,1998,2,2,404,5.3516,2.5466,4.96361,5.3516,,,,,,,
WAE,Lake Okamanpeedan,1998,7,2,411,5.84903,3.10962,5.53386,5.84903,,,,,,,
WAE,Lake Okamanpeedan,1998,8,2,416,5.42948,2.59,5.13406,5.42948,,,,,,,
WAE,Lake Okamanpeedan,1998,18,2,417,4.18248,1.8011,3.84744,4.18248,,,,,,,
WAE,Lake Okamanpeedan,1998,6,3,452,5.93302,2.19075,4.56565,5.74683,5.93302,,,,,,
WAE,Lake Okamanpeedan,1998,21,3,473,5.76587,2.31201,4.26301,5.42925,5.76587,,,,,,
WAE,Lake Okamanpeedan,1998,4,3,505,6.03277,2.14942,4.23987,5.7984,6.03277,,,,,,
WAE,Lake Okamanpeedan,1998,47,4,449,5.4739,2.16325,4.46425,4.95574,5.33834,5.4739,,,,,
WAE,Lake Okamanpeedan,1998,5,5,531,6.25271,2.20984,3.94337,5.13716,5.69596,6.11937,6.25271,,,,
WAE,Lake Okamanpeedan,1998,79,5,554,6.51933,2.53371,4.69689,5.83355,6.21878,6.44313,6.51933,,,,
WAE,Lake Okamanpeedan,1998,77,5,568,7.28559,2.00906,4.90658,6.05798,6.729,7.17975,7.28559,,,,
WAE,Lake Okamanpeedan,1998,1,7,606,6.94275,2.49347,4.40691,5.4356,5.96477,6.58712,6.76915,6.88771,6.94275,,
YEP,Lake Okamanpeedan,1998,27,2,134,2.0796,0.8172,1.62592,2.0796,,,,,,,
YEP,Lake Okamanpeedan,1998,40,2,137,2.29884,0.99273,1.91389,2.29884,,,,,,,
YEP,Lake Okamanpeedan,1998,25,2,137,2.37937,1.17067,1.94371,2.37937,,,,,,,
YEP,Lake Okamanpeedan,1998,43,2,139,2.34142,0.92083,1.91773,2.34142,,,,,,,
YEP,Lake Okamanpeedan,1998,44,2,139,2.74538,1.2602,2.45763,2.74538,,,,,,,
YEP,Lake Okamanpeedan,1998,31,2,141,2.43843,0.94833,2.1548,2.43843,,,,,,,
YEP,Lake Okamanpeedan,1998,23,2,142,2.50639,1.1105,2.09585,2.50639,,,,,,,
YEP,Lake Okamanpeedan,1998,32,2,145,2.45534,1.00757,2.09148,2.45534,,,,,,,
YEP,Lake Okamanpeedan,1998,29,2,146,2.80862,1.06282,2.38348,2.80862,,,,,,,
YEP,Lake Okamanpeedan,1998,22,2,146,3.02271,1.14556,2.64584,3.02271,,,,,,,
YEP,Lake Okamanpeedan,1998,39,2,151,2.96123,1.15673,2.55728,2.96123,,,,,,,
YEP,Lake Okamanpeedan,1998,38,2,152,3.53321,1.63492,2.96204,3.53321,,,,,,,
YEP,Lake Okamanpeedan,1998,88,2,155,2.68877,0.94694,2.43141,2.68877,,,,,,,
YEP,Lake Okamanpeedan,1998,37,2,155,2.94657,1.11342,2.49999,2.94657,,,,,,,
YEP,Lake Okamanpeedan,1998,35,3,156,2.67547,0.83837,1.94733,2.52741,2.67547,,,,,,
YEP,Lake Okamanpeedan,1998,26,3,165,2.80458,0.70924,1.8183,2.46381,2.80458,,,,,,
YEP,Lake Okamanpeedan,1998,34,3,165,2.89171,0.92463,2.10063,2.69697,2.89171,,,,,,
YEP,Lake Okamanpeedan,1998,33,3,167,3.21118,0.75088,1.94524,2.95302,3.21118,,,,,,
YEP,Lake Okamanpeedan,1998,30,3,167,3.32531,1.09628,2.28432,3.0163,3.32531,,,,,,
YEP,Lake Okamanpeedan,1998,42,3,167,3.038,0.75595,1.90924,2.756,3.038,,,,,,
YEP,Lake Okamanpeedan,1998,24,3,170,3.52861,0.99739,2.61682,3.27027,3.52861,,,,,,
YEP,Lake Okamanpeedan,1998,87,3,177,3.10576,0.76275,1.9114,2.82201,3.10576,,,,,,
YEP,Lake Okamanpeedan,1998,28,3,177,2.843,1.1796,2.03743,2.58751,2.843,,,,,,
YEP,Lake Okamanpeedan,1998,41,3,178,3.21395,1.07782,2.03123,3.10893,3.21395,,,,,,
YEP,Lake Okamanpeedan,1998,54,3,182,3.62821,0.94591,2.6247,3.32782,3.62821,,,,,,
YEP,Lake Okamanpeedan,1998,55,4,184,3.76145,1.37035,2.62808,3.21602,3.64294,3.76145,,,,,
YEP,Lake Okamanpeedan,1998,36,4,185,3.95448,1.62719,2.66081,3.42788,3.87421,3.95448,,,,,
YEP,Lake Okamanpeedan,1998,56,4,185,3.49123,1.24512,2.45367,3.0124,3.36823,3.49123,,,,,
WAE,Lake Sarah,1998,79,1,236,2.92024,2.3494,2.92024,,,,,,,,
WAE,Lake Sarah,1998,85,1,243,2.37381,1.92955,2.37381,,,,,,,,
WAE,Lake Sarah,1998,157,2,284,3.54542,1.43737,3.21311,3.54542,,,,,,,
WAE,Lake Sarah,1998,120,2,313,4.12754,1.61758,3.68306,4.12754,,,,,,,
WAE,Lake Sarah,1998,118,2,316,4.36462,1.56439,3.97727,4.36462,,,,,,,
WAE,Lake Sarah,1998,121,2,318,3.5052,1.64721,3.29565,3.5052,,,,,,,
WAE,Lake Sarah,1998,86,2,318,4.12609,1.44407,3.78309,4.12609,,,,,,,
WAE,Lake Sarah,1998,113,2,318,4.54664,1.57904,4.17223,4.54664,,,,,,,
WAE,Lake Sarah,1998,117,2,318,3.94783,1.49648,3.58674,3.94783,,,,,,,
WAE,Lake Sarah,1998,145,2,320,3.69162,1.35679,3.36763,3.69162,,,,,,,
WAE,Lake Sarah,1998,83,2,320,4.2846,1.75729,3.97984,4.2846,,,,,,,
WAE,Lake Sarah,1998,160,2,322,4.24228,1.53258,3.78673,4.24228,,,,,,,
WAE,Lake Sarah,1998,143,2,322,4.12594,1.41884,3.73095,4.12594,,,,,,,
WAE,Lake Sarah,1998,81,2,328,3.97315,1.65765,3.66636,3.97315,,,,,,,
WAE,Lake Sarah,1998,146,2,329,4.52553,1.87333,4.19314,4.52553,,,,,,,
WAE,Lake Sarah,1998,84,2,331,4.32648,1.87756,4.08307,4.32648,,,,,,,
WAE,Lake Sarah,1998,80,2,331,3.85473,1.54306,3.61342,3.85473,,,,,,,
WAE,Lake Sarah,1998,179,2,334,4.1734,1.79638,3.84061,4.1734,,,,,,,
WAE,Lake Sarah,1998,138,2,340,2.39485,0.89402,2.15495,2.39485,,,,,,,
WAE,Lake Sarah,1998,140,2,344,2.55364,0.95645,2.23136,2.55364,,,,,,,
WAE,Lake Sarah,1998,109,2,345,2.70529,1.00176,2.4198,2.70529,,,,,,,
WAE,Lake Sarah,1998,105,2,348,3.01327,1.016,2.66102,3.01327,,,,,,,
WAE,Lake Sarah,1998,139,2,352,2.95275,1.12183,2.70935,2.95275,,,,,,,
WAE,Lake Sarah,1998,70,2,354,3.06554,1.13397,2.75691,3.06554,,,,,,,
WAE,Lake Sarah,1998,144,2,386,4.01533,1.82289,3.74656,4.01533,,,,,,,
WAE,Lake Sarah,1998,158,3,390,4.75969,1.59214,3.71626,4.62696,4.75969,,,,,,
WAE,Lake Sarah,1998,178,3,410,4.70993,1.64703,3.6371,4.59761,4.70993,,,,,,
WAE,Lake Sarah,1998,147,3,419,5.12447,2.10608,4.07253,5.01229,5.12447,,,,,,
WAE,Lake Sarah,1998,181,3,421,5.97571,2.14859,4.32684,5.7068,5.97571,,,,,,
WAE,Lake Sarah,1998,87,3,422,5.74272,1.95157,4.16266,5.56061,5.74272,,,,,,
WAE,Lake Sarah,1998,88,3,425,5.69392,2.21616,4.2418,5.54169,5.69392,,,,,,
WAE,Lake Sarah,1998,100,3,441,3.3782,1.14098,2.42436,3.17501,3.3782,,,,,,
WAE,Lake Sarah,1998,99,3,445,3.67758,1.43586,2.69548,3.52486,3.67758,,,,,,
WAE,Lake Sarah,1998,92,3,448,5.41022,1.99021,4.03043,5.18397,5.41022,,,,,,
WAE,Lake Sarah,1998,123,3,452,6.03871,1.94543,4.25864,5.6515,6.03871,,,,,,
WAE,Lake Sarah,1998,73,3,461,3.75543,1.34663,2.79477,3.62624,3.75543,,,,,,
WAE,Lake Sarah,1998,97,4,453,5.65785,2.11147,4.14454,5.08864,5.42925,5.65785,,,,,
WAE,Lake Sarah,1998,177,4,455,6.05438,2.23958,4.29051,5.21677,5.86685,6.05438,,,,,
WAE,Lake Sarah,1998,42,4,461,6.12024,1.78689,4.23811,5.31596,6.00656,6.12024,,,,,
WAE,Lake Sarah,1998,162,4,467,5.91323,2.48465,4.52567,5.35479,5.76507,5.91323,,,,,
WAE,Lake Sarah,1998,148,4,474,5.69809,2.06883,4.14449,5.08859,5.53957,5.69809,,,,,
WAE,Lake Sarah,1998,137,4,476,3.46747,1.14665,2.30215,2.93011,3.29191,3.46747,,,,,
WAE,Lake Sarah,1998,40,4,481,6.18983,2.72842,4.7309,5.44854,6.01196,6.18983,,,,,
WAE,Lake Sarah,1998,108,4,504,3.79649,1.39051,2.96268,3.38757,3.71391,3.79649,,,,,
WAE,Lake Sarah,1998,161,4,506,6.57662,2.19922,4.58682,5.74484,6.42,6.57662,,,,,
WAE,Lake Sarah,1998,149,4,510,6.63809,2.12975,4.4281,5.57752,6.47507,6.63809,,,,,
WAE,Lake Sarah,1998,98,4,516,7.1145,2.27797,4.62985,5.9124,6.94104,7.1145,,,,,
WAE,Lake Sarah,1998,75,4,518,3.54387,1.02941,2.34413,2.94188,3.45322,3.54387,,,,,
WAE,Lake Sarah,1998,91,4,522,7.17769,2.96758,5.18374,6.23147,7.02735,7.17769,,,,,
WAE,Lake Sarah,1998,166,4,522,6.9533,2.03412,4.43699,5.86747,6.74184,6.9533,,,,,
WAE,Lake Sarah,1998,104,4,523,3.93284,1.64685,2.91957,3.38064,3.8249,3.93284,,,,,
WAE,Lake Sarah,1998,93,4,526,5.71926,1.78876,3.85614,4.79326,5.57315,5.71926,,,,,
WAE,Lake Sarah,1998,82,4,530,6.24632,2.03293,4.06011,5.19859,6.03674,6.24632,,,,,
WAE,Lake Sarah,1998,72,4,530,3.55038,1.18422,2.43262,2.96311,3.41685,3.55038,,,,,
WAE,Lake Sarah,1998,74,4,530,3.91828,1.4504,2.68104,3.3217,3.7597,3.91828,,,,,
WAE,Lake Sarah,1998,1,4,530,4.36183,1.32424,2.85946,3.60854,4.11639,4.36183,,,,,
WAE,Lake Sarah,1998,90,4,533,5.78077,1.79796,3.57996,4.69596,5.52494,5.78077,,,,,
WAE,Lake Sarah,1998,125,4,533,6.60823,2.15903,4.43654,5.59647,6.31825,6.60823,,,,,
WAE,Lake Sarah,1998,94,4,537,6.33943,1.81826,3.94971,5.21772,6.02198,6.33943,,,,,
WAE,Lake Sarah,1998,150,4,550,6.18409,2.3622,4.30742,5.17136,5.89347,6.18409,,,,,
WAE,Lake Sarah,1998,124,4,555,6.68344,2.13788,4.23008,5.47657,6.48887,6.68344,,,,,
WAE,Lake Sarah,1998,159,5,484,6.34789,2.00454,4.2397,5.25357,5.88435,6.22089,6.34789,,,,
WAE,Lake Sarah,1998,41,5,498,6.27217,1.86267,3.96456,5.19232,5.74048,6.17064,6.27217,,,,
WAE,Lake Sarah,1998,76,5,506,3.79087,1.00114,2.41578,3.31413,3.53323,3.7081,3.79087,,,,
WAE,Lake Sarah,1998,43,5,527,6.65433,1.29437,3.73221,5.32578,6.22462,6.55676,6.65433,,,,
WAE,Lake Sarah,1998,71,5,545,4.00302,1.23227,2.65723,3.23733,3.67924,3.89307,4.00302,,,,
WAE,Lake Sarah,1998,176,5,550,7.59919,3.3212,5.57788,6.39728,7.05366,7.44493,7.59919,,,,
WAE,Lake Sarah,1998,165,5,562,6.51092,2.0556,3.99431,5.22632,5.85476,6.32253,6.51092,,,,
WAE,Lake Sarah,1998,69,5,568,3.7653,0.92068,2.45914,2.93609,3.39001,3.65708,3.7653,,,,
WAE,Lake Sarah,1998,68,5,582,3.86164,0.89174,2.4142,2.99817,3.44687,3.6946,3.86164,,,,
WAE,Lake Sarah,1998,96,5,593,5.63996,1.51778,3.58937,4.58573,5.11968,5.46207,5.63996,,,,
WAE,Lake Sarah,1998,164,6,543,6.89402,2.0363,4.28625,5.63881,6.28016,6.59133,6.79027,6.89402,,,
WAE,Lake Sarah,1998,151,6,585,7.16764,2.1288,4.10534,5.63784,6.31907,6.71695,7.01537,7.16764,,,
WAE,Lake Sarah,1998,180,6,624,7.12138,1.4813,3.50735,5.07942,5.91947,6.55639,6.96028,7.12138,,,
WAE,Lake Sarah,1998,77,6,625,4.0974,0.98634,2.33497,3.0317,3.48981,3.77985,3.9768,4.0974,,,
WAE,Lake Sarah,1998,155,6,650,4.6335,1.53819,2.84199,3.53125,4.03438,4.33057,4.55926,4.6335,,,
WAE,Lake Sarah,1998,95,7,572,6.91758,2.5432,4.72748,5.68588,6.10471,6.49213,6.76323,6.86886,6.91758,,
WAE,Lake Sarah,1998,163,8,642,7.79955,2.46021,4.42336,5.69181,6.38617,6.88538,7.3085,7.53719,7.71053,7.79955,
YEP,Lake Sarah,1998,141,1,136,2.29494,1.5991,2.29494,,,,,,,,
YEP,Lake Sarah,1998,152,1,137,1.40866,0.88079,1.40866,,,,,,,,
YEP,Lake Sarah,1998,112,1,149,1.79559,1.30512,1.79559,,,,,,,,
YEP,Lake Sarah,1998,187,1,169,1.79322,1.26647,1.79322,,,,,,,,
YEP,Lake Sarah,1998,142,2,157,2.63713,1.01495,2.16995,2.63713,,,,,,,
YEP,Lake Sarah,1998,111,2,173,2.37959,0.73173,1.9526,2.37959,,,,,,,
YEP,Lake Sarah,1998,116,2,175,2.76883,0.68653,1.97716,2.76883,,,,,,,
YEP,Lake Sarah,1998,114,2,178,2.90858,0.89468,2.26701,2.90858,,,,,,,
YEP,Lake Sarah,1998,28,2,179,3.40355,1.13678,2.78576,3.40355,,,,,,,
YEP,Lake Sarah,1998,33,2,180,3.56698,1.14762,2.99935,3.56698,,,,,,,
YEP,Lake Sarah,1998,78,2,182,3.205,1.08124,2.58301,3.205,,,,,,,
YEP,Lake Sarah,1998,35,2,183,3.32106,1.12822,2.63527,3.32106,,,,,,,
YEP,Lake Sarah,1998,29,2,185,3.08629,0.73902,2.34964,3.08629,,,,,,,
YEP,Lake Sarah,1998,34,2,186,3.20244,1.09043,2.53506,3.20244,,,,,,,
YEP,Lake Sarah,1998,110,2,192,2.42184,0.6359,1.94339,2.42184,,,,,,,
YEP,Lake Sarah,1998,25,2,193,3.64583,0.97798,2.89406,3.64583,,,,,,,
YEP,Lake Sarah,1998,115,2,196,2.96784,1.06311,2.37101,2.96784,,,,,,,
YEP,Lake Sarah,1998,20,2,200,3.62749,1.10374,2.98004,3.62749,,,,,,,
YEP,Lake Sarah,1998,14,2,200,3.73515,1.19862,3.16307,3.73515,,,,,,,
YEP,Lake Sarah,1998,27,2,201,3.69587,1.35692,3.19016,3.69587,,,,,,,
YEP,Lake Sarah,1998,23,2,206,3.87563,1.42452,3.3401,3.87563,,,,,,,
YEP,Lake Sarah,1998,19,2,209,3.61035,0.94027,2.94516,3.61035,,,,,,,
YEP,Lake Sarah,1998,106,2,212,3.11185,0.96376,2.52988,3.11185,,,,,,,
YEP,Lake Sarah,1998,107,2,212,2.92737,0.81985,2.3368,2.92737,,,,,,,
YEP,Lake Sarah,1998,18,2,215,3.88832,1.46724,3.38457,3.88832,,,,,,,
YEP,Lake Sarah,1998,22,2,215,3.87297,1.26324,3.24099,3.87297,,,,,,,
YEP,Lake Sarah,1998,89,2,217,3.85558,1.21174,3.32882,3.85558,,,,,,,
YEP,Lake Sarah,1998,156,2,222,3.67998,2.10344,3.41272,3.67998,,,,,,,
YEP,Lake Sarah,1998,21,2,222,3.21135,1.62192,2.8154,3.21135,,,,,,,
YEP,Lake Sarah,1998,184,2,224,3.41999,1.78749,2.9273,3.41999,,,,,,,
YEP,Lake Sarah,1998,103,2,247,2.66761,1.459,2.33281,2.66761,,,,,,,
YEP,Lake Sarah,1998,101,2,248,3.28282,0.94224,2.56173,3.28282,,,,,,,
YEP,Lake Sarah,1998,24,3,190,3.22509,0.81069,1.51471,2.47379,3.22509,,,,,,
YEP,Lake Sarah,1998,119,3,199,3.4536,0.87885,1.7778,2.77618,3.4536,,,,,,
YEP,Lake Sarah,1998,15,3,223,4.04363,1.1401,2.46504,3.69201,4.04363,,,,,,
YEP,Lake Sarah,1998,185,3,228,4.32654,1.30753,2.71319,3.68996,4.32654,,,,,,
YEP,Lake Sarah,1998,13,3,231,4.46991,1.05864,2.95566,3.96464,4.46991,,,,,,
YEP,Lake Sarah,1998,182,3,235,4.43055,2.19923,3.22172,4.04289,4.43055,,,,,,
YEP,Lake Sarah,1998,186,3,235,4.01548,0.78409,2.23282,3.74707,4.01548,,,,,,
YEP,Lake Sarah,1998,183,3,238,4.12298,0.82974,2.78914,3.79401,4.12298,,,,,,
YEP,Lake Sarah,1998,26,3,239,3.93678,1.06705,2.65675,3.56859,3.93678,,,,,,
YEP,Lake Sarah,1998,37,3,240,4.08816,0.9847,2.77825,3.72545,4.08816,,,,,,
YEP,Lake Sarah,1998,30,3,246,5.13622,1.52302,3.6446,4.82868,5.13622,,,,,,
YEP,Lake Sarah,1998,32,3,246,4.22806,1.08771,2.89062,3.95214,4.22806,,,,,,
YEP,Lake Sarah,1998,17,3,250,4.52631,0.98345,3.14784,4.23471,4.52631,,,,,,
YEP,Lake Sarah,1998,38,3,251,4.41229,1.19189,2.56282,3.99044,4.41229,,,,,,
YEP,Lake Sarah,1998,4,3,252,4.90983,1.00992,3.23676,4.45117,4.90983,,,,,,
YEP,Lake Sarah,1998,16,3,255,4.83898,1.29464,3.37465,4.47511,4.83898,,,,,,
YEP,Lake Sarah,1998,39,3,255,4.32868,0.7092,2.35612,3.90102,4.32868,,,,,,
YEP,Lake Sarah,1998,102,3,260,3.35312,0.76557,2.0344,3.05933,3.35312,,,,,,
YEP,Lake Sarah,1998,11,3,261,5.00699,1.2418,3.78538,4.57549,5.00699,,,,,,
YEP,Lake Sarah,1998,10,3,264,4.93627,1.1994,3.36001,4.50884,4.93627,,,,,,
